Timestamp,Price
2025-03-19 19:07:50,135900.0
2025-03-19 19:07:54,135900.0
2025-03-19 19:08:43,135900.0
2025-03-19 19:09:48,135900.0
2025-03-19 19:11:04,135900.0
2025-04-06 23:09:45,154900.0
2025-04-06 23:25:59,154900.0
2025-04-28 18:44:28,11.0
2025-04-28 18:51:57,11.0
2025-04-28 18:52:02,11.0
2025-04-28 23:57:23,154900.0
2025-04-28 23:59:16,154900.0
2025-04-28 23:59:23,154900.0
2025-04-29 00:01:49,154900.0
2025-04-29 00:02:01,154900.0
2025-04-29 00:04:13,154900.0
2025-04-29 00:04:34,154900.0
2025-04-29 00:06:57,154900.0
2025-04-29 00:07:14,154900.0
2025-04-29 00:08:57,154900.0
2025-04-29 00:11:37,154900.0
2025-04-29 00:14:14,154900.0
2025-04-29 00:14:18,154900.0
2025-06-19 16:56:30,174900.0
2025-06-19 17:02:58,174900.0
2025-06-19 17:16:27,174900.0
2025-06-19 17:16:29,174900.0
2025-06-19 17:17:08,174900.0
2025-06-19 17:17:27,174900.0
